Fecha,Registro,Autoridad,Cargo,Categoria,Organismo,Activos,Representados,Materia,NombreRepresentados,NombreActivos
12/04/2017,Audiencia,Javier Macaya Danús,Diputado,Diputado,CAMARA DE DIPUTADOS,"Miguel   Flores,Paola Calorio",Coca-Cola de Chile S.A.,Informar sobre el plan de consumo responsable de bebidas. ,1,2
12/04/2017,Audiencia,Paulina Núñez Urrutia,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Barrueto Avalos,Carlos Andrés Schaaf Raposo,Felipe Del Solar Agüero",,"Dar a conocer los servicios relacionados con la plataforma tecnológica Uber y su operación en la ciudad de Antofagasta, así como sus perspectivas sobre el ingreso del proyecto de ley en esta materia.   ",1,3
12/04/2017,Audiencia,Arturo Squella Ovalle,Diputado,Diputado,CAMARA DE DIPUTADOS,"Paulina  Ruiz Tapia,Pamela  Arancibia Contreras,Leonardo  Melo Orellana,Claudio Carvallo Román",Federacion Nacional del Ministerio Público,Fiscalización Laboral Externa.,1,4
12/04/2017,Audiencia,Jaime Bellolio Avaria,Diputado,Diputado,CAMARA DE DIPUTADOS,"Jorge Arturo Schiappacaasse,María Josefina Botteselle Eberhard",Elige Educar,"Nuevos desafíos de la educación chilena, con miras a un sistema de mayor calidad y equidad. ",1,2
12/04/2017,Audiencia,Marcelo Schilling Rodríguez,Diputado,Diputado,CAMARA DE DIPUTADOS,Osman  Rodriguez, Corporación Cultural Museo Mineralógico La Calera. ,Proyecto Museo Mineralógico Urbano La Calera ,1,1
12/04/2017,Audiencia,Gabriel Boric Font,Diputado,Diputado,CAMARA DE DIPUTADOS,Luis Alberto Mancilla Andrade,Luis Alberto Mancilla Andrade,Exonerados Políticos - Presidente Comisión Anticorrupción de Valparaíso.,1,1
12/04/2017,Audiencia,Marcos Espinosa Monardes,Diputado,Diputado,CAMARA DE DIPUTADOS,"Fredy Antonio Zuleta Davila,Alfredo José Pérez Guzmán,Paula Carrasco Weis",Aguas de Antofagasta S.A.,Modificación Ley Sanitaria.,1,3
12/04/2017,Audiencia,Felipe Ward Edwards,Diputado,Diputado,CAMARA DE DIPUTADOS,"Alfredo José Pérez Guzmán,Paula Carrasco Weis,Fredy Antonio Zuleta Davila",Aguas de Antofagasta S.A.,Proyecto modificación Ley Sanitaria.,1,3
11/04/2017,Audiencia,Patricio Vallespín López,Diputado,Diputado,CAMARA DE DIPUTADOS,Ricardo Mauricio  Tejada Curti,Asociación Nacional de Armadores A.G. ,Convenios Internacionales OIT,1,1
11/04/2017,Audiencia,Patricio Vallespín López,Diputado,Diputado,CAMARA DE DIPUTADOS,"FELIPE DEL SOLAR,Felipe Ignacio Barrueto Avalos",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros.,1,2
11/04/2017,Audiencia,Yasna Provoste Campillay,Diputado,Diputado,CAMARA DE DIPUTADOS,"Amable Gonzalez Caballero,Carlos  Carrillo Carrillo,Daniel Saez Ramirez,Nelson Hidalgo Tapia",algueros ilegales de chañaral,Posibilidad de apertura de Registro Pesquero Artesanal,1,4
11/04/2017,Audiencia,Jaime Bellolio Avaria,Diputado,Diputado,CAMARA DE DIPUTADOS,"Enrique Dayne,Pedro Pablo Ramos", FENASICOM,traspaso de los asistentes de la educación a la educación pública,1,2
11/04/2017,Audiencia,Andrea Molina Oliva,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gustavo Miguel  Vergara Navarro,Alvaro Ignacio  Jofre Contreras",Asociación de Sordos de Chile,Propuesta Reforma Ley 20422. ,1,2
10/04/2017,Audiencia,Renzo Trisotti Martínez,Diputado,Diputado,CAMARA DE DIPUTADOS,Diego Robelledo, colegio arquitectos de chile ag,nueva ley de colegios profesionales,1,1
10/04/2017,Audiencia,Fuad Chahin Valenzuela,Diputado,Diputado,CAMARA DE DIPUTADOS,"Raul Claudio  Ortiz Tello,Javier Nicolas Vega Vergara",Asociación Gremial de la Industria del Retail,Análisis de proyectos de ley de interés de la industria del retail Financiero.,1,2
10/04/2017,Audiencia,Fuad Chahin Valenzuela,Diputado,Diputado,CAMARA DE DIPUTADOS,"Eilat Nachari,Felipe   Simonsohn",Entel S.A.,Abordar agenda presente y futuro de las telecomunicaciones y conectividad en Chile.,1,2
10/04/2017,Audiencia,Jorge Rathgeb Schifferli,Diputado,Diputado,CAMARA DE DIPUTADOS,Sonia Covarrubias,Chile Libre de Tabaco,Tramitación proyecto de ley de Tabaco.,1,1
07/04/2017,Audiencia,Issa Kort Garriga,Diputado,Diputado,CAMARA DE DIPUTADOS,Elida  Márquez Avendaño,Nexo SpA,"Vinculación Internacional en la Sexta Región, con temas culturales, educativos y turísticos.",1,1
07/04/2017,Audiencia,Marisol Turres Figueroa,Diputado,Diputado,CAMARA DE DIPUTADOS,"José  Mercado Burgos,Alamiro Andrade Hernandez,Gabriel Paredes Turra,Adela Muñoz Cárcamo,María  Pardo Azocar", Federación Sindicato CONAF región de los Lagos y de los Ríos,Proyectos de Ley Servicio de Biodiversidad y Areas Silvestres protegidas. Servicio Nacional Forestal SERNAFOR,1,5
07/04/2017,Audiencia,Giorgio Jackson Drago,Diputado,Diputado,CAMARA DE DIPUTADOS,Manuel Alejandro Parraguez Verdugo,Inversiones EasyTaxi Chile Ltda.,Ley que regulará las aplicaciones móviles de transporte de pasajeros.,1,1
06/04/2017,Audiencia,Maya Fernández Allende,Diputado,Diputado,CAMARA DE DIPUTADOS,"Claudio Manqui Melinao,Barbara Pichiñan,Danilo Fernando Vargas Alvarez",Barbara Pichiñan,Robos de mascotas a mano armada en comuna de Ñuñoa,1,3
06/04/2017,Audiencia,Andrea Molina Oliva,Diputado,Diputado,CAMARA DE DIPUTADOS,"Miguel Angel Pérez Vera,Eliana Paola Caroca,Luis Arellano Rebolledo,Jacob González Osses,Sonia Arenas Proaño,Elena Morales Parra,María Olivares Martínez,Viviana Tapia Vargas",Movimiento No a la Termoeléctrica en Quebradilla,Presentación de recurso de reclamación por la empresa Imelsa frente al Rechazo de la Central Termoeléctrica Doña Carmen en Quebradilla La Ligua.,1,8
06/04/2017,Audiencia,Gabriel Boric Font,Diputado,Diputado,CAMARA DE DIPUTADOS,Rodrigo Fernando  Enero Segovia ,Sindicato Fundación Integra STI,"Recortes en contratación de educadoras de párvulos en Fundación Integra, donde se argumenta que Contraloría y MINEDUC requieren aplicación del decreto 115. Entrega de informe de la Subsecretaría del Interior sobre contratación irregular de empresa Tecno Fast.",1,1
05/04/2017,Audiencia,Cristina Girardi Lavín,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Barrueto Avalos,Felipe Del Solar Agüero,Carlos Andrés Schaaf Raposo",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros.,1,3
05/04/2017,Audiencia,Juan Antonio Coloma Alamos,Diputado,Diputado,CAMARA DE DIPUTADOS,"Alvaro Ignacio  Jofre Contreras,Gustavo Miguel  Vergara Navarro",Asociación de Sordos de Chile,Reforma ley 20.422.,1,2
05/04/2017,Audiencia,Lautaro Carmona Soto,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Barrueto Avalos,Carlos Andrés Schaaf Raposo,Felipe Del Solar Agüero",,"Dar a conocer los servicios relacionados con la plataforma tecnológica Uber y su operación en la ciudad de Copiapó, así como sus perspectivas sobre el ingreso del proyecto de ley en esta materia.   ",1,3
05/04/2017,Audiencia,Giorgio Jackson Drago,Diputado,Diputado,CAMARA DE DIPUTADOS,María José Herrera Lillo,María José  Herrera Lillo,"Situación de alta complejidad, asociada a la ley de subvenciones del SENAME. ",1,1
05/04/2017,Audiencia,José Miguel Ortiz Novoa,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Del Solar Agüero ,Carlos Andrés Schaaf Raposo,Felipe Barrueto Avalos  ",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros (Boletín 10937).,1,3
05/04/2017,Audiencia,José Miguel Ortiz Novoa,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Barrueto Avalos,Felipe Del Solar Agüero,Carlos Andrés Schaaf Raposo",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros.,1,3
05/04/2017,Audiencia,José Miguel Ortiz Novoa,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Del Solar Agüero,Carl Meacham,Felipe Barrueto Avalos  ",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros.,1,3
05/04/2017,Audiencia,Enrique Jaramillo Becker,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Barrueto Avalos  ,Carlos Andrés Schaaf Raposo,Felipe Del Solar Agüero ",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros (Boletín 10937).,1,3
05/04/2017,Audiencia,René Manuel García García,Diputado,Diputado,CAMARA DE DIPUTADOS,"Claudio Matías Tobar Pincheira,Manuel Alejandro Parraguez Verdugo",Inversiones Easy Taxi Chile LTDA.,Ley que regulará las aplicaciones móviles de transporte de pasajeros.,1,2
04/04/2017,Audiencia,Gabriel Silber Romo,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Ignacio Barrueto Avalos,Felipe Del Solar Agüero",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros.,1,2
04/04/2017,Audiencia,Patricio Vallespín López,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gustavo Garay,Luis Felipe Lorenzini Clavel,Ivàn  Lòpez",Indignados de Chile,"Alza edad de jubilaciòn, sistema de pensiones.",1,3
04/04/2017,Audiencia,Marco Antonio Núñez Lozano,Diputado,Diputado,CAMARA DE DIPUTADOS,"Antony Amberg,Natalio Dorfman,Natalia  Labbé,Eduardo Covarrubias",Compañía Minera Vizcachitas Holding,Actualización estatus proyecto minero Vizcachitas.,1,4
04/04/2017,Audiencia,Marcela Hernando Pérez,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Barrueto Avalos,Carlos Andrés Schaaf Raposo,Felipe Del Solar Agüero",,"Dar a conocer los servicios relacionados con la plataforma tecnológica Uber y su operación en la ciudad de Antofagasta, así como sus perspectivas sobre el ingreso del proyecto de ley en esta materia.   ",1,3
04/04/2017,Audiencia,Clemira Pacheco Rivas,Diputado,Diputado,CAMARA DE DIPUTADOS,"Paulo   Figueroa Crisostomo,Elvis    Venegas Abarca,Susana Minguez Velásquez",Taxis Unidos de Santiago y Regiones,Proyecto de ley plataformas tecnológicas.,1,3
04/04/2017,Audiencia,Gabriel Boric Font,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Barrueto Avalos,Felipe Del Solar Agüero,Carlos Andrés Schaaf Raposo",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros.,1,3
04/04/2017,Audiencia,Fernando Meza Moncada,Diputado,Diputado,CAMARA DE DIPUTADOS,"Paulo  Figueroa Crisostomo,Elvis   Venegas Abarca,Susana    Minguez Velásquez",Taxis Unidos de Santiago y Regiones,Proyecto de ley plataformas tecnológicas.,1,3
04/04/2017,Audiencia,Felipe Kast Sommerhoff,Diputado,Diputado,CAMARA DE DIPUTADOS,"Pablo  Schneider,Oscar  Squella",Pablo  Schneider,Proyecto de política publica de la FACH,1,2
04/04/2017,Audiencia,Jorge Rathgeb Schifferli,Diputado,Diputado,CAMARA DE DIPUTADOS,"Ricardo Sepúlveda,Sergio Chamorro", JRS Chile Spa,Proyecto de Ley (Boletin N°9511-12) para regular tendido de cables aereos.,1,2
03/04/2017,Audiencia,Patricio Vallespín López,Diputado,Diputado,CAMARA DE DIPUTADOS,Daniel Alberto Rivera Moraga,Equipo por la Reducción de Jornada Laboral en Chile,Reducción jornada laboral.,1,1
03/04/2017,Audiencia,Pepe Auth Stewart,Diputado,Diputado,CAMARA DE DIPUTADOS,"Adolfo Pedrero,Juan Enrique Riveros,Rodrigo  Sprohnle ,Sergio  López ,Alfonso Straub", Empresas de Factoring Chile A.G,Proyecto de modificación de la ley 19.983 según aparece publicado en boletín N°11088-3,1,5
03/04/2017,Audiencia,Joaquín Tuma Zedan,Diputado,Diputado,CAMARA DE DIPUTADOS,"Sergio Lopez Pugh,Rodrigo Sprohnle Leppe,Alfonso Straub Von Chrismar,Juan Enrique Riveros Lyon,Adolfo Pedrero Rodríguez",Empresas de Factoring Chile A.G.,Proyecto de modificación de la ley 19.983 según aparece publicado en Boletín N°11088-03.,1,5
03/04/2017,Audiencia,Marcela Hernando Pérez,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gustavo Miguel  Vergara Navarro,Alvaro Ignacio Jofre Contreras",Asociación de Sordos de Chile,Propuesta reforma Ley 20422.,1,2
03/04/2017,Audiencia,Marcela Sabat Fernández,Diputado,Diputado,CAMARA DE DIPUTADOS,"Maximiliano Irarrázaval Comandari,Héctor Alfredo Faune Villegas,Nikolay Melnikov,Yuliya  Lyahova",WPA World Promotion Agency,"Presentación de Helicópteros de JSC Russian Helicopters para el Gobierno de Chile, en su modalidad Firefighting, para combatir grandes incendios. Esta es probablemente la solución más contundente que pueda recibir el Gobierno de Chile sobre esta materia.",1,4
31/03/2017,Audiencia,Jorge Rathgeb Schifferli,Diputado,Diputado,CAMARA DE DIPUTADOS,"Sandra Castillo,Victor Arriagada J.,Marina Monsalvez R.", FENAT Unitaria Angol,Informacion de temas propios de Fenats Historica y Unitaria de Angol.,1,3
30/03/2017,Audiencia,Iván Flores García,Diputado,Diputado,CAMARA DE DIPUTADOS,"Alejandro  Cordero Veas,Ricardo  Rios Pohl",Soc. Agricola Dos Rios LTDA,"REUNION PARA CONFORMAR LA PRIMERA MESA GANADERA CON DIRIGENTES GANADEROS Y LECHEROS, CON LA PRESENCIA DE REPRESENTANTES DE LAS REGIONES DEL BIO BIO, LA ARAUCANIA, LOS RIOS Y LOS LAGOS ",1,2
30/03/2017,Audiencia,Jorge Rathgeb Schifferli,Diputado,Diputado,CAMARA DE DIPUTADOS,"María Cecilia Cifuentes C.,Teresa Saavedra,Francisco Lizama,Alejandra Vasquez S.", FENATS Historica Temuco,Solicitud gremial sobre descuentos a trabajadores del gremio,1,4
30/03/2017,Audiencia,Paulina Núñez Urrutia,Diputado,Diputado,CAMARA DE DIPUTADOS,"Fredy Antonio Zuleta Davila,Alfredo José Pérez Guzmán",Aguas de Antofagasta S.A.,Proyecto modificación Ley de Servicios Sanitarios.,1,2
30/03/2017,Audiencia,Ernesto Silva Méndez,Diputado,Diputado,CAMARA DE DIPUTADOS,Enrique Nataniel Cox Vergara,Sociedad Santuarios de la Cordillera Ltda.,Respecto a negativa de Ministra de Minería a solicitud de declaración de ZICEM (Zona de Interés Científico para Efectos Mineros) por Parcela A de predio Santuario de la Naturaleza Los Nogales(Arrayán Oriente) en Lo Barnechea.,1,1
30/03/2017,Audiencia,Marcela Hernando Pérez,Diputado,Diputado,CAMARA DE DIPUTADOS,"Alfredo José Pérez Guzmán,Fredy Antonio Zuleta Davila",Aguas de Antofagasta S.A.,Proyecto que modifica ley de servicios sanitarios.,1,2
30/03/2017,Audiencia,Jorge Ulloa Aguillón,Diputado,Diputado,CAMARA DE DIPUTADOS,Amelia Pino Valladares,Amelia Pino Valladares,Problemas referente a la propiedad de locales comerciales en el Mercado de Talcahuano,1,1
29/03/2017,Audiencia,Carlos Abel Jarpa Wevar,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gabriela Leonor Torres Pincheira,Tomás Simón Milton Flores Fernández",Tomás Simón Milton Flores Fernandez,"Vulneración de derechos fundamentales de personas de la ciudad de Chillán que deciden cultivar cannabis para uso personal, exclusivo y próximo en el tiempo, que son actualmente criminalizados, pese a dichos del Jefe Unidad de Drogas del Ministerio Público señalando readecuación política persecutoria de la fiscalía a criterios dados por fallos absolutorios de la Corte Suprema.",1,2
29/03/2017,Audiencia,Daniel Núñez Arancibia,Diputado,Diputado,CAMARA DE DIPUTADOS,"Karina Analía Vilches Ordenes,Rocío Alejandra Carvajal Egaña ,Nicole Alejandra Pino González",Asociación de Enfermeras y Enfermeros del Hospital San Pablo de Coquimbo,Norma N°19.Implementación Dictamen 46.357 Dificultades en el desarrollo de la labor gremial frente al SSC.,1,3
29/03/2017,Audiencia,Gabriel Boric Font,Diputado,Diputado,CAMARA DE DIPUTADOS,"Christian Mella,Drago  Covacich",Nova Austral,Conocer el  proyecto de moratoria CCAA en Magallanes.,1,2
28/03/2017,Audiencia,Bernardo Berger Fett,Diputado,Diputado,CAMARA DE DIPUTADOS,Juan Lipiante Pirquiante,Agrupación de Pequeños Propietarios de Bosque Nativo,Modificación Ley de Bosque Nativo Nº 20283.,1,1
28/03/2017,Audiencia,Iván Flores García,Diputado,Diputado,CAMARA DE DIPUTADOS,"HELIA REYES,YOSCHUY GONZALEZ,KATHERINE ESPINOZA,AURORA DELGADO", ASOC DE FUNCIONARIOS PROFESIONALES UNIVERSITARIOS HOSPITAL BASE VALD,EXCLUSIVIDAD UNIVERSITARIA CARRERAS PROFESIONALES DE LA SALUD,1,4
28/03/2017,Audiencia,Gabriel Boric Font,Diputado,Diputado,CAMARA DE DIPUTADOS,"Gema Inés Pastenes Opazo,Daniel Alberto Rivera Moraga,Rodrigo Alberto Mallea Bustamante",Equipo por la Reducción de Jornada Laboral en Chile,Reducción de Jornada Laboral en Chile.,1,3
28/03/2017,Audiencia,Pablo Lorenzini Basso,Diputado,Diputado,CAMARA DE DIPUTADOS,"Julia Campusano Gonzalez,Juan Carlos Caceres Mora Caceres Morales,Jorge Gutierrez Barrios",Asociación de Enfermeras del Hospital Regional de Talca y Dir. del S S Maule,Gestión del cuidado de enfermeras en hospitales de la Región del Maule.,1,3
28/03/2017,Audiencia,Pablo Lorenzini Basso,Diputado,Diputado,CAMARA DE DIPUTADOS,Cyntia Lorena  Rodríguez Álvarez,Acciones Educativas de Capacitación Cyntia Rodríguez,Educación de Adultos.,1,1
27/03/2017,Audiencia,Giorgio Jackson Drago,Diputado,Diputado,CAMARA DE DIPUTADOS,Rodrigo Fernando  Enero Segovia ,Sindicato Fundación Integra STI,"Recortes en contratación de educadoras de párvulos en Fundación Integra, donde se argumenta que Contraloría y MINEDUC requieren aplicación del decreto 115. Entrega de informe de la Subsecretaría del Interior sobre contratación irregular de empresa Tecno Fast.",1,1
27/03/2017,Audiencia,Gonzalo Fuenzalida Figueroa,Diputado,Diputado,CAMARA DE DIPUTADOS,Alberto Novoa,Salcobrand S.A.,Temas relevantes para la industria.,1,1
27/03/2017,Audiencia,Renzo Trisotti Martínez,Diputado,Diputado,CAMARA DE DIPUTADOS,"Percy Avendaño Gutiérrez,Oscar Jerez Lira,Andrés Sepúlveda Alcaínno",Empresa Eléctrica de Iquique S.A.,- Saludo Protocolar. - Informar sobre inversiones 2017 de Eliqsa en su zona de concesión.,1,3
24/03/2017,Audiencia,Cristián Monckeberg Bruner,Diputado,Diputado,CAMARA DE DIPUTADOS,ROBERTO SEPULVEDA,ROBERTO SEPULVEDA,Fiscalizacion en calera de tango,1,1
24/03/2017,Audiencia,Giorgio Jackson Drago,Diputado,Diputado,CAMARA DE DIPUTADOS,"Pedro  Opazo Opazo,Juan Enrique Díaz Guajardo",Sindicato de Trabajadores Independientes de Trasporte Privado de Pasajeros y Turismo,Modalidad de vehículo de trabajo Station Wagon.,1,2
24/03/2017,Audiencia,Germán Verdugo Soto,Diputado,Diputado,CAMARA DE DIPUTADOS,"Juan  Caceres Morales,Julia Campusano González",Asociación de Enfermeras del Hospital Regional de Talca y Dir. del S S Maule,Estructura de las enfermeras dentro de los hospitales.Carrera funcionaria y otros.,1,2
23/03/2017,Audiencia,Mario Venegas Cárdenas,Diputado,Diputado,CAMARA DE DIPUTADOS,"Elvis  Venegas Abarca,Susana  Minguez Velásquez,Paulo  Figueroa Crisostomo",Taxis Unidos de Santiago y Regiones,Proyecto de ley plataformas tecnológicas.,1,3
23/03/2017,Audiencia,Jaime Bellolio Avaria,Diputado,Diputado,CAMARA DE DIPUTADOS,Benjamín  Silva Torrealba ,Fundaci¿n Emilia Silva Figueroa ,Seguridad pública y delitos viales.,1,1
22/03/2017,Audiencia,Diego Paulsen Kehr,Diputado,Diputado,CAMARA DE DIPUTADOS,"Silvia Liliana Espinoza Donoso,Matías Nicolás  Poblete Sandoval","Fundaci¿n Nacional para la Accesibilidad, el Dise¿o Universal y la Inclusi¿n Social",Presentar propuestas de inclusión social de personas en situación de discapacidad para el distrito 49 en la Región de la Araucanía. ,2,2
22/03/2017,Audiencia,Alberto Robles Pantoja,Diputado,Diputado,CAMARA DE DIPUTADOS,"Pamela Arancibia Contreras,Claudio Carvallo Román,Paulina  Ruiz Tapia,Leonardo Melo Orellana",,"Falta fiscalización externa, relaciones laborales Ministerio Público y prácticas antisindicales.",1,4
22/03/2017,Audiencia,Javier Macaya Danús,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Del Solar Agüero ,Carlos Andrés Schaaf Raposo,Felipe Barrueto Avalos  ",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros (Boletín 10937).,1,3
22/03/2017,Audiencia,Javier Macaya Danús,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Barrueto Avalos  ,Felipe Del Solar Agüero,Carl Meacham",,Se busca informar acerca de la posición de Uber respecto al proyecto que moderniza la legislación sobre transporte remunerado de pasajeros.,1,3
22/03/2017,Audiencia,Mario Venegas Cárdenas,Diputado,Diputado,CAMARA DE DIPUTADOS,Pablo Viollier,Derechos Digitales,Discutir sobre el proyecto que regula Uber y el que crea un registro de evasores del Transantiago.,1,1
22/03/2017,Audiencia,Issa Kort Garriga,Diputado,Diputado,CAMARA DE DIPUTADOS,"Felipe Del Solar Agüero,Carlos Andrés Schaaf Raposo,Felipe Barrueto Avalos",,"Dar a conocer los servicios relacionados con la plataforma tecnológica Uber y su operación en la ciudad de Rancagua, así como sus perspectivas sobre el ingreso del proyecto de ley en esta materia.   ",1,3
22/03/2017,Audiencia,Celso Morales Muñoz,Diputado,Diputado,CAMARA DE DIPUTADOS,Jorge Rodrigo Reveco Granifo,Jorge Rodrigo Reveco Granifo,"Tema: Comisión investigadora Problemas de recursos, logística, organización para manejo de emergencias por incendios forestales.",1,1
22/03/2017,Audiencia,René Manuel García García,Diputado,Diputado,CAMARA DE DIPUTADOS,"Elvis Venegas Abarca,Susana Minguez Velásquez,Paulo  Figueroa Crisostomo",Taxis Unidos de Santiago y Regiones,Proyecto de ley plataformas tecnológicas.,1,3
21/03/2017,Audiencia,Yasna Provoste Campillay,Diputado,Diputado,CAMARA DE DIPUTADOS,"Osvaldo Sánchez Vásquez,Javier  Quintil", Javier  Quintil,Tema de Asistentes de la Educación,1,2
21/03/2017,Audiencia,René Manuel García García,Diputado,Diputado,CAMARA DE DIPUTADOS,Pablo Viollier,Derechos Digitales,Discutir los alcances del proyecto sobre regulación de Uber y el proyecto que crea un registro de evasores del Transantiago.,1,1
21/03/2017,Audiencia,Mario Venegas Cárdenas,Diputado,Diputado,CAMARA DE DIPUTADOS,Alicia  Mardones,Acción Diferencial ,"Horas no lectivas Ley 20903, no cubre a los programas de integración escolar compromiso del pago de la mención.",1,1
21/03/2017,Audiencia,René Manuel García García,Diputado,Diputado,CAMARA DE DIPUTADOS,"Guadalupe Cerda Sepúlveda,Fernando Martínez Wilson,Pedro Rios Jara,Zaida Araya Sanhueza,Naldo Sanhueza Saavedra",Comando Nacional de Exonerados Pol¿ticos de Chile,Ley de Exonerados Políticos.,1,5
20/03/2017,Audiencia,Giorgio Jackson Drago,Diputado,Diputado,CAMARA DE DIPUTADOS,"Elvis Venegas Abarca,Paulo  Figueroa Crisostomo,Susana    Minguez Velásquez",Taxis Unidos de Santiago y Regiones,Proyecto de ley plataformas tecnológicas.,1,3
20/03/2017,Audiencia,Jorge Rathgeb Schifferli,Diputado,Diputado,CAMARA DE DIPUTADOS,"Daniel Ariz,Jaqueline Acosta,Osvaldo  Herrera,Bernabe Pavez,Elvis Nuñez Ojeda,Eugenio del T.  Larenas,Julio César Vergara,Pablo Gonzalez", Pablo Gonzalez,"Modificaciones legales en: Estructura de CONAF. Funciones de los guardaparques, jornada laboral de los brigadistas.",1,8
20/03/2017,Audiencia,Yasna Provoste Campillay,Diputado,Diputado,CAMARA DE DIPUTADOS,manuel Llanos , Manuel   Llanos,Avances en materia de eficiencia energética,1,1
20/03/2017,Audiencia,José Manuel Edwards Silva,Diputado,Diputado,CAMARA DE DIPUTADOS,Alicia Johanna  Mardones Cando ,Acción Diferencial,"Horas no lectivas Ley 20903, no cubre a los programas de integración escolar compromiso del pago de la mención.",1,1
20/03/2017,Audiencia,Gonzalo Fuenzalida Figueroa,Diputado,Diputado,CAMARA DE DIPUTADOS,"Francisco  Merani Bravo,Rodrigo  Ramírez Alegre ,Antonio  Montero Diaz",Asociación de Empresas de Seguridad Privada y Transporte de Valores A.G. / ASEVA ,Conversación sobre proyecto de ley de seguridad privada. ,1,3
20/03/2017,Audiencia,Juan Enrique Morano Cornejo,Diputado,Diputado,CAMARA DE DIPUTADOS,"Rosa  Oyarzun,JUAN  MIRANDA,ROLANDO  PALLANCAR,ALDO PEÑA,JORGE OYARZUN", AG MAGALLANES,Ley de Pesca,1,5
15/03/2017,Audiencia,Ricardo Rincón González,Diputado,Diputado,CAMARA DE DIPUTADOS,"jose miguel urrutia,alberto undurraga,juan luis castro,juan pablo letelier,edurdo abedrapo,felipe letelier,rodrigo  urzua,jose antonio ramirez,pablo  silva,raimundo aglliati", Ricardo   Rincón ,"instalación mesa de la conurbación machalí rancagua, ello con las autoridades asistentes.",1,10
14/03/2017,Audiencia,Clemira Pacheco Rivas,Diputado,Diputado,CAMARA DE DIPUTADOS,"Bernardo Bacigalupo,Pablo Alvéstegui",A-Dedo SpA.,Propuesta para mejorar proyecto que moderniza la legislación sobre transporte remunerado de pasajeros.,1,2
14/03/2017,Audiencia,Marcela Hernando Pérez,Diputado,Diputado,CAMARA DE DIPUTADOS,Juan Andrés Camus,Energía Valhalla SpA,Poner en conocimiento a la autoridad sobe distintos temas relativos a la empresa.,1,1
14/03/2017,Audiencia,Celso Morales Muñoz,Diputado,Diputado,CAMARA DE DIPUTADOS,Kurt Enrique  Horta Caceres,Kurt Enrique  Horta Caceres,Tema: Proyecto de ley que regula y sanciona carreras clandestinas.,1,1
14/03/2017,Audiencia,Víctor Torres Jeldes,Diputado,Diputado,CAMARA DE DIPUTADOS,"Mateo  Galleguillos Ramirez ,Sonia  Peroni Parraguez ,Jimena  Pedreros Mercado ,Andrea  Rastello Pizarro ,Rosa María  Cabrera Estay,Magaly  Miranda Ávila ",Andrea  Rastello Pizarro ,Implementación Norma Técnica General Administrativa N° 19 y Siruación Hospital Puerto Montt. ,1,6
13/03/2017,Audiencia,Jaime Bellolio Avaria,Diputado,Diputado,CAMARA DE DIPUTADOS,Alicia  Mardones,Acción Diferencial,"Horas no lectivas Ley 20903, no cubre a los programas de integración escolar compromiso del pago de la mención.",1,1
13/03/2017,Audiencia,Claudia Nogueira Fernández,Diputado,Diputado,CAMARA DE DIPUTADOS,"Ricardo  Hepp Kuschel,Álvaro  Caviedes Barahona,Francisco Moreno Guzmán,Ricardo Puga Vergara,Juan Jaime Díaz Cauquelin",Asociaci¿n Nacional de la Prensa A.G.,"Moción parlamentaria que modifica ley Nº 19.496 que establece normas sobre protección a los derechos de los consumidores con el objeto de sancionar la promoción de estereotipos negativos hacia la mujer, a través de mensajes publicitarios (Boletín Nº 10551-03)",1,5
